NAME,TEAM,SALARY,YEAR,POS
Blake Griffin,Los Angeles Clippers,18907726,2016, PF
Paul Millsap,Atlanta Hawks,18671659,2016, PF
Paul George,Indiana Pacers,17120106,2016, SG
Russell Westbrook,Oklahoma City Thunder,16744218,2016, PG
Kyrie Irving,Cleveland Cavaliers,16407501,2016, PG
Greg Monroe,Milwaukee Bucks,16407500,2016, C
Wesley Matthews,Dallas Mavericks,16407500,2016, SG
Jimmy Butler,Chicago Bulls,16407500,2016, SF
Kawhi Leonard,San Antonio Spurs,16407500,2016, SF
Enes Freedom,Oklahoma City Thunder,16407500,2016, C
Tobias Harris,Detroit Pistons,16000000,2016, PF
John Wall,Washington Wizards,15851950,2016, PG
DeMarcus Cousins,Sacramento Kings,15851950,2016, C
James Harden,Houston Rockets,15756438,2016, SG
Roy Hibbert,Los Angeles Lakers,15592217,2016, C
Eric Gordon,New Orleans Pelicans,15514031,2016, SG
Klay Thompson,Golden State Warriors,15501000,2016, SG
Gordon Hayward,Utah Jazz,15409570,2016, SF
Chandler Parsons,Dallas Mavericks,15361500,2016, SF
Goran Dragic,Miami Heat,14783000,2016, PG
Khris Middleton,Milwaukee Bucks,14700000,2016, SF
Tristan Thompson,Cleveland Cavaliers,14260870,2016, C
Draymond Green,Golden State Warriors,14260870,2016, PF
Danilo Gallinari,Denver Nuggets,14000000,2016, PF
Reggie Jackson,Detroit Pistons,13913044,2016, PG
Andrew Bogut,Golden State Warriors,13800000,2016, C
DeMarre Carroll,Toronto Raptors,13600000,2016, F
Eric Bledsoe,Phoenix Suns,13500000,2016, SG
Al Jefferson,Charlotte Hornets,13500000,2016, C
Brandon Knight,Phoenix Suns,13500000,2016, PG
Tony Parker,San Antonio Spurs,13437500,2016, G
Joakim Noah,Chicago Bulls,13400000,2016, C
Nicolas Batum,Charlotte Hornets,13125306,2016, PF
Tyson Chandler,Phoenix Suns,13000000,2016, C
Nene Hilario,Washington Wizards,13000000,2016, C
Ricky Rubio,Minnesota Timberwolves,12700000,2016, PG
Robin Lopez,New York Knicks,12650000,2016, C
Rudy Gay,Sacramento Kings,12403101,2016, SF
Serge Ibaka,Oklahoma City Thunder,12250000,2016, C
Nikola Pekovic,Minnesota Timberwolves,12100000,2016, C
Derrick Favors,Utah Jazz,12000000,2016, C
Amir Johnson,Boston Celtics,12000000,2016, F
Kemba Walker,Charlotte Hornets,12000000,2016, PG
Kyle Lowry,Toronto Raptors,12000000,2016, PG
Al Horford,Atlanta Hawks,12000000,2016, C
Andre Iguodala,Golden State Warriors,11710456,2016, F
Stephen Curry,Golden State Warriors,11370786,2016, PG
Nikola Vucevic,Orlando Magic,11250000,2016, C
Thaddeus Young,Brooklyn Nets,11235955,2016, PF
Kenneth Faried,Denver Nuggets,11235955,2016, F
Marcin Gortat,Washington Wizards,11217391,2016, C
Tyreke Evans,New Orleans Pelicans,10734586,2016, G
Jrue Holiday,New Orleans Pelicans,10595507,2016, PG
Brendan Haywood,Portland Trail Blazers,10522500,2016, C
Wilson Chandler,Brooklyn Nets,10449438,2016, F
Monta Ellis,Indiana Pacers,10300000,2016, SG
Luol Deng,Miami Heat,10151612,2016, F
Gerald Wallace,Philadelphia 76ers,10105855,2016, SF
DeMar DeRozan,Toronto Raptors,10050000,2016, SF
Danny Green,San Antonio Spurs,10000000,2016, SF
Tiago Splitter,Atlanta Hawks,9756250,2016, C
Jeff Green,Los Angeles Clippers,9650000,2016, PF
Zach Randolph,Memphis Grizzlies,9638555,2016, F
Mike Conley,Memphis Grizzlies,9588426,2016, PG
Rajon Rondo,Sacramento Kings,9500000,2016, PG
Alec Burks,Utah Jazz,9463484,2016, SG
Omer Asik,New Orleans Pelicans,9213483,2016, C
Lance Stephenson,Memphis Grizzlies,9000000,2016, G
Iman Shumpert,Cleveland Cavaliers,8988765,2016, G
Taj Gibson,Chicago Bulls,8500000,2016, C
Kevin Garnett,Minnesota Timberwolves,8500000,2016, PF
Ryan Anderson,New Orleans Pelicans,8500000,2016, PF
Brandon Jennings,Orlando Magic,8344497,2016, G
Dirk Nowitzki,Dallas Mavericks,8333334,2016, F
Corey Brewer,Houston Rockets,8229375,2016, F
Trevor Ariza,Houston Rockets,8193030,2016, SF
Channing Frye,Cleveland Cavaliers,8193029,2016, F
Al-Farouq Aminu,Portland Trail Blazers,8042895,2016, SF
Arron Afflalo,New York Knicks,8000000,2016, G
Jeff Teague,Atlanta Hawks,8000000,2016, PG
O.J. Mayo,Milwaukee Bucks,8000000,2016, SG
George Hill,Indiana Pacers,8000000,2016, PG
Markieff Morris,Washington Wizards,8000000,2016, PF
Ersan Ilyasova,Orlando Magic,7900000,2016, PF
Avery Bradley,Boston Celtics,7730337,2016, PG
Kosta Koufos,Sacramento Kings,7700000,2016, C
Boris Diaw,San Antonio Spurs,7500000,2016, C
Pau Gasol,Chicago Bulls,7448760,2016, PF
Jose Calderon,New York Knicks,7402812,2016, G
JJ Redick,Los Angeles Clippers,7085000,2016, SG
Anthony Davis,New Orleans Pelicans,7070730,2016, PF
Marvin Williams,Charlotte Hornets,7000000,2016, F
Rodney Stuckey,Indiana Pacers,7000000,2016, PG
Cory Joseph,Toronto Raptors,7000000,2016, PG
Lou Williams,Los Angeles Lakers,7000000,2016, SG
Ed Davis,Portland Trail Blazers,6980802,2016, C
Isaiah Thomas,Boston Celtics,6912869,2016, G
Jae Crowder,Boston Celtics,6796117,2016, PF
Greivis Vasquez,Milwaukee Bucks,6600000,2016, PG
Aron Baynes,Detroit Pistons,6500000,2016, C
Carl Landry,Philadelphia 76ers,6500000,2016, PF
Patrick Beverley,Houston Rockets,6486486,2016, PG
Michael Kidd-Gilchrist,Charlotte Hornets,6331404,2016, F
Jarrett Jack,Brooklyn Nets,6300000,2016, G
Jodie Meeks,Detroit Pistons,6270000,2016, G
Patrick Patterson,Toronto Raptors,6268675,2016, PF
Spencer Hawes,Charlotte Hornets,6110034,2016, PF
Marco Belinelli,Sacramento Kings,6060606,2016, G
Gerald Henderson,Portland Trail Blazers,6000000,2016, SG
Andrew Wiggins,Minnesota Timberwolves,5758680,2016, SF
Kyle Korver,Atlanta Hawks,5746479,2016, G
Karl-Anthony Towns,Minnesota Timberwolves,5703600,2016, C
Bradley Beal,Washington Wizards,5694674,2016, SG
Jamal Crawford,Los Angeles Clippers,5675000,2016, G
Courtney Lee,Charlotte Hornets,5675000,2016, G
Martell Webster,New Orleans Pelicans,5613500,2016, SF
Nikola Mirotic,Chicago Bulls,5543725,2016, F
Shaun Livingston,Golden State Warriors,5543725,2016, G
Josh McRoberts,Miami Heat,5543725,2016, PF
Mirza Teletovic,Phoenix Suns,5500000,2016, PF
P.J. Tucker,Phoenix Suns,5500000,2016, PF
Brandan Wright,Memphis Grizzlies,5464000,2016, F
Deron Williams,Dallas Mavericks,5378974,2016, PG
Tim Duncan,San Antonio Spurs,5250000,2016, C
Nick Young,Los Angeles Lakers,5219169,2016, G
Zaza Pachulia,Dallas Mavericks,5200000,2016, C
Victor Oladipo,Orlando Magic,5192520,2016, SG
Tony Allen,Memphis Grizzlies,5158539,2016, SG
Jabari Parker,Milwaukee Bucks,5152440,2016, PF
Dion Waiters,Oklahoma City Thunder,5138430,2016, G
D'Angelo Russell,Los Angeles Lakers,5103120,2016, PG
Chris Kaman,Portland Trail Blazers,5016000,2016, C
Darren Collison,Sacramento Kings,5013559,2016, PG
C.J. Watson,Orlando Magic,5000000,2016, PG
JR Smith,Cleveland Cavaliers,5000000,2016, G
Marcus Morris Sr.,Detroit Pistons,5000000,2016, SF
Jonas Jerebko,Boston Celtics,5000000,2016, F
Chris Andersen,Memphis Grizzlies,5000000,2016, PF
Timofey Mozgov,Cleveland Cavaliers,4950000,2016, C
Trevor Booker,Utah Jazz,4775000,2016, F
Otto Porter Jr.,Washington Wizards,4662960,2016, SF
Jonas Valanciunas,Toronto Raptors,4660482,2016, C
Joel Embiid,Philadelphia 76ers,4626960,2016, C
Jahlil Okafor,Philadelphia 76ers,4582680,2016, C
Kyle Singler,Oklahoma City Thunder,4500000,2016, F
Mike Dunleavy,Chicago Bulls,4500000,2016, SG
CJ Miles,Indiana Pacers,4394225,2016, G
Alexis Ajinca,New Orleans Pelicans,4389607,2016, C
Jared Dudley,Washington Wizards,4375000,2016, SF
Jameer Nelson,Denver Nuggets,4345000,2016, G
Mario Chalmers,Memphis Grizzlies,4300000,2016, G
Jason Smith,Orlando Magic,4300000,2016, F
J.J. Barea,Dallas Mavericks,4290000,2016, G
Damian Lillard,Portland Trail Blazers,4236287,2016, PG
Cody Zeller,Charlotte Hornets,4204200,2016, C
Aaron Gordon,Orlando Magic,4171680,2016, PF
Kristaps Porzingis,New York Knicks,4131720,2016, C
Vince Carter,Memphis Grizzlies,4088019,2016, G
Devin Harris,Dallas Mavericks,4053446,2016, G
Lavoy Allen,Indiana Pacers,4050000,2016, F
Ian Mahinmi,Indiana Pacers,4000000,2016, C
Jordan Hill,Indiana Pacers,4000000,2016, C
Derrick Williams,New York Knicks,4000000,2016, PF
Alan Anderson,Washington Wizards,4000000,2016, SG
Thabo Sefolosha,Atlanta Hawks,4000000,2016, F
Raymond Felton,Dallas Mavericks,3950313,2016, G
Nemanja Bjelica,Minnesota Timberwolves,3950001,2016, PF
Harrison Barnes,Golden State Warriors,3873398,2016, SF
Marreese Speights,Golden State Warriors,3815000,2016, F
Alex Len,Phoenix Suns,3807120,2016, C
Dante Exum,Houston Rockets,3777720,2016, PG
Nick Collison,Oklahoma City Thunder,3750000,2016, F
Kyle O'Quinn,New York Knicks,3750000,2016, C
Mario Hezonja,Orlando Magic,3741480,2016, F
Patty Mills,San Antonio Spurs,3578947,2016, PG
Terrence Ross,Toronto Raptors,3553917,2016, SG
Matt Barnes,Memphis Grizzlies,3542500,2016, SF
Will Barton,Denver Nuggets,3533333,2016, SF
Nerlens Noel,Philadelphia 76ers,3457800,2016, C
Marcus Smart,Boston Celtics,3431040,2016, PG
Bojan Bogdanovic,Brooklyn Nets,3425510,2016, SF
Evan Turner,Boston Celtics,3425510,2016, G
Willie Cauley-Stein,Sacramento Kings,3398280,2016, C
Quincy Pondexter,San Antonio Spurs,3382023,2016, F
Paul Pierce,Los Angeles Clippers,3376000,2016, SF
Anthony Morrow,Oklahoma City Thunder,3344000,2016, SG
Mike Scott,Atlanta Hawks,3333333,2016, PF
Drew Gooden,Washington Wizards,3300000,2016, PF
Andre Drummond,Detroit Pistons,3272091,2016, C
KJ McDaniels,Houston Rockets,3189794,2016, F
Ben McLemore,Sacramento Kings,3156600,2016, SG
Randy Foye,Oklahoma City Thunder,3135000,2016, SG
Julius Randle,Los Angeles Lakers,3132240,2016, PF
Austin Rivers,Los Angeles Clippers,3110796,2016, SG
Emmanuel Mudiay,Denver Nuggets,3102240,2016, G
Meyers Leonard,Portland Trail Blazers,3075880,2016, C
Norris Cole,New Orleans Pelicans,3036927,2016, F
Jeremy Lamb,Charlotte Hornets,3034356,2016, SG
Jerryd Bayless,Milwaukee Bucks,3000000,2016, G
Brandon Bass,Los Angeles Lakers,3000000,2016, PF
D.J. Augustin,Denver Nuggets,3000000,2016, PG
Anthony Tolliver,Detroit Pistons,3000000,2016, PF
John Henson,Milwaukee Bucks,2943221,2016, F
Tibor Pleiss,Utah Jazz,2900000,2016, C
Luis Scola,Toronto Raptors,2900000,2016, F
Maurice Harkless,Portland Trail Blazers,2894059,2016, SF
Kentavious Caldwell-Pope,Detroit Pistons,2891760,2016, SG
Nik Stauskas,Philadelphia 76ers,2869440,2016, G
Brian Roberts,Portland Trail Blazers,2854940,2016, PG
Udonis Haslem,Miami Heat,2854940,2016, PF
Kirk Hinrich,Atlanta Hawks,2854940,2016, SG
Dante Cunningham,New Orleans Pelicans,2850000,2016, F
Stanley Johnson,Detroit Pistons,2841960,2016, PF
Furkan Aldemir,Philadelphia 76ers,2836768,2016, PF
Omri Casspi,Sacramento Kings,2836186,2016, F
Manu Ginobili,San Antonio Spurs,2814000,2016, G
Bismack Biyombo,Toronto Raptors,2814000,2016, C
Darrell Arthur,Denver Nuggets,2814000,2016, F
Sonny Weems,Philadelphia 76ers,2814000,2016, SG
Kevin Seraphin,New York Knicks,2814000,2016, C
Luke Ridnour,Toronto Raptors,2750000,2016, PG
Trey Burke,Utah Jazz,2658240,2016, PG
Noah Vonleh,Portland Trail Blazers,2637720,2016, F
Tyler Zeller,Boston Celtics,2616975,2016, C
Frank Kaminsky,Charlotte Hornets,2612520,2016, PF
Jared Sullinger,Boston Celtics,2569260,2016, C
CJ McCollum,Portland Trail Blazers,2525160,2016, SG
Elfrid Payton,Orlando Magic,2505720,2016, PG
Leandro Barbosa,Golden State Warriors,2500000,2016, G
James Johnson,Toronto Raptors,2500000,2016, PF
Joel Anthony,Detroit Pistons,2500000,2016, C
Terrence Jones,Houston Rockets,2489530,2016, PF
Justise Winslow,Miami Heat,2481720,2016, PF
Shelvin Mack,Utah Jazz,2433333,2016, G
Michael Carter-Williams,Milwaukee Bucks,2399040,2016, PG
Andrew Nicholson,Orlando Magic,2380593,2016, F
Doug McDermott,Chicago Bulls,2380440,2016, SF
Myles Turner,Indiana Pacers,2357760,2016, C
Donatas Motiejunas,Houston Rockets,2288205,2016, F
Evan Fournier,Orlando Magic,2288205,2016, SG
Steven Adams,Oklahoma City Thunder,2279040,2016, C
Aaron Brooks,Chicago Bulls,2250000,2016, G
Trey Lyles,Utah Jazz,2239800,2016, PF
Ramon Sessions,Washington Wizards,2170465,2016, G
Danny Granger,Detroit Pistons,2170465,2016, SF
Beno Udrih,Miami Heat,2170465,2016, PG
Steve Blake,Detroit Pistons,2170465,2016, PG
Kelly Olynyk,Boston Celtics,2165160,2016, PF
Zach LaVine,Minnesota Timberwolves,2148360,2016, SG
Kendall Marshall,Philadelphia 76ers,2144772,2016, PG
Jeremy Lin,Charlotte Hornets,2139000,2016, G
Gary Neal,Washington Wizards,2139000,2016, PG
Devin Booker,Phoenix Suns,2127840,2016, SG
Miles Plumlee,Milwaukee Bucks,2109294,2016, C
Mo Williams,Cleveland Cavaliers,2100000,2016, PG
David Lee,Dallas Mavericks,2085671,2016, PF
Shabazz Muhammad,Minnesota Timberwolves,2056920,2016, F
Joe Ingles,Utah Jazz,2050000,2016, SG
T.J. Warren,Phoenix Suns,2041080,2016, SF
Perry Jones,New Orleans Pelicans,2038206,2016, SF
Cameron Payne,Oklahoma City Thunder,2021520,2016, PG
Festus Ezeli,Golden State Warriors,2008748,2016, C
DeJuan Blair,Washington Wizards,2000000,2016, C
Kent Bazemore,Atlanta Hawks,2000000,2016, SF
Giannis Antetokounmpo,Milwaukee Bucks,1953960,2016, PF
Adreian Payne,Minnesota Timberwolves,1938840,2016, PF
Kelly Oubre Jr.,Washington Wizards,1920240,2016, SG
Lucas Nogueira,Toronto Raptors,1842000,2016, C
Jusuf Nurkic,Denver Nuggets,1842000,2016, C
Terry Rozier,Boston Celtics,1824360,2016, SG
Dennis Schroder,Atlanta Hawks,1763400,2016, PG
James Young,Boston Celtics,1749840,2016, G
Rashad Vaughn,Milwaukee Bucks,1733040,2016, G
Ryan Kelly,Los Angeles Lakers,1724250,2016, PF
Joffrey Lauvergne,Denver Nuggets,1709719,2016, F
Zoran Dragic,Boston Celtics,1706225,2016, SG
Tyler Ennis,Milwaukee Bucks,1662360,2016, G
Sam Dekker,Houston Rockets,1646400,2016, F
Lance Thomas,New York Knicks,1636842,2016, F
Lou Amundson,New York Knicks,1635476,2016, PF
Sergey Karasev,Brooklyn Nets,1599840,2016, SG
Gary Harris,Denver Nuggets,1584480,2016, SG
Jerian Grant,New York Knicks,1572360,2016, G
Tony Snell,Chicago Bulls,1535880,2016, SF
Bruno Caboclo,Toronto Raptors,1524000,2016, F
Delon Wright,Toronto Raptors,1509360,2016, SG
Wayne Ellington,Brooklyn Nets,1500000,2016, SG
Shane Larkin,Brooklyn Nets,1500000,2016, G
David West,San Antonio Spurs,1499187,2016, F
Gorgui Dieng,Minnesota Timberwolves,1474440,2016, C
Mitch McGary,Oklahoma City Thunder,1463040,2016, PF
Caron Butler,Sacramento Kings,1449187,2016, SF
Justin Anderson,Dallas Mavericks,1449000,2016, F
Mason Plumlee,Portland Trail Blazers,1415520,2016, C
Jordan Adams,Memphis Grizzlies,1404600,2016, SG
Bobby Portis,Chicago Bulls,1391160,2016, C
Andrea Bargnani,Brooklyn Nets,1362897,2016, C
Solomon Hill,Indiana Pacers,1358880,2016, SF
Rodney Hood,Utah Jazz,1348440,2016, SG
Rondae Hollis-Jefferson,Brooklyn Nets,1335480,2016, SF
Alonzo Gee,New Orleans Pelicans,1320000,2016, SF
Tim Hardaway Jr.,Atlanta Hawks,1304520,2016, SF
Nikola Jokic,Denver Nuggets,1300000,2016, C
Shabazz Napier,Orlando Magic,1294440,2016, G
Tyus Jones,Minnesota Timberwolves,1282080,2016, PG
Sasha Kaun,Cleveland Cavaliers,1276000,2016, C
Brandon Rush,Golden State Warriors,1270964,2016, F
JaVale McGee,Dallas Mavericks,1270964,2016, C
Cartier Martin,Detroit Pistons,1270964,2016, PF
Reggie Bullock,Detroit Pistons,1252440,2016, SF
Clint Capela,Houston Rockets,1242720,2016, C
Jarell Martin,Memphis Grizzlies,1230840,2016, F
Andre Roberson,Oklahoma City Thunder,1210800,2016, F
P.J. Hairston,Memphis Grizzlies,1201440,2016, SF
Boban Marjanovic,San Antonio Spurs,1200000,2016, C
Earl Clark,Brooklyn Nets,1185784,2016, SF
Reggie Williams,New Orleans Pelicans,1185784,2016, SF
Rudy Gobert,Utah Jazz,1175880,2016, C
Jordan Mickey,Boston Celtics,1170960,2016, F
Toney Douglas,New Orleans Pelicans,1164858,2016, PG
Archie Goodwin,Phoenix Suns,1160160,2016, SG
CJ Wilcox,Los Angeles Clippers,1159680,2016, G
Larry Nance Jr.,Los Angeles Lakers,1155600,2016, PF
Chris Copeland,Milwaukee Bucks,1150000,2016, SF
Damjan Rudez,Minnesota Timberwolves,1149500,2016, SF
RJ Hunter,Boston Celtics,1148640,2016, G
Matthew Dellavedova,Cleveland Cavaliers,1147276,2016, PG
Kyle Anderson,San Antonio Spurs,1142880,2016, SF
Josh Huestis,Oklahoma City Thunder,1140240,2016, F
Chris McCullough,Brooklyn Nets,1140240,2016, F
Kevon Looney,Golden State Warriors,1131960,2016, C
Wesley Johnson,Los Angeles Clippers,1100602,2016, F
Luke Babbitt,New Orleans Pelicans,1100602,2016, F
Henry Walker,Miami Heat,1100602,2016, SF
Garrett Temple,Washington Wizards,1100602,2016, SF
Jeremy Evans,Dallas Mavericks,1100602,2016, F
Cole Aldrich,Los Angeles Clippers,1100602,2016, C
Glenn Robinson III,Indiana Pacers,1100000,2016, F
Richaun Holmes,Philadelphia 76ers,1074169,2016, C
Jon Leuer,Phoenix Suns,1035000,2016, F
James Anderson,Sacramento Kings,1015421,2016, SG
E'Twaun Moore,Chicago Bulls,1015421,2016, G
Lester Hudson,Los Angeles Clippers,1015421,2016, SG
Joey Dorsey,Barcelona FC Barcelona,1015421,2016, PF
Jordan Hamilton,New Orleans Pelicans,1015421,2016, SG
Rakeem Christmas,Indiana Pacers,1007026,2016, PF
Joe Young,Indiana Pacers,1007026,2016, G
Montrezl Harrell,Houston Rockets,1000000,2016, C
Kris Humphries,Atlanta Hawks,1000000,2016, PF
Robert Covington,Philadelphia 76ers,1000000,2016, PF
Edy Tavares,Atlanta Hawks,1000000,2016, C
Hassan Whiteside,Miami Heat,981348,2016, C
Quincy Acy,Sacramento Kings,981348,2016, F
Jerel McNeal,Phoenix Suns,981348,2016, SG
John Jenkins,Phoenix Suns,981348,2016, G
Quincy Miller,Melbourne Melbourne United,981348,2016, F
Chris Johnson,Utah Jazz,981348,2016, SG
Robert Sacre,Los Angeles Lakers,981348,2016, C
Thomas Robinson,Brooklyn Nets,981348,2016, F
Pablo Prigioni,Los Angeles Clippers,947726,2016, PG
Tyler Hansbrough,Charlotte Hornets,947276,2016, PF
Ish Smith,Philadelphia 76ers,947276,2016, PG
Henry Sims,Brooklyn Nets,947276,2016, C
Mike Muscala,Atlanta Hawks,947276,2016, C
Matt Bonner,San Antonio Spurs,947276,2016, C
Justin Holiday,Chicago Bulls,947276,2016, SF
Hollis Thompson,Philadelphia 76ers,947276,2016, F
Grant Jerrett,Portland Trail Blazers,947276,2016, PF
Ronnie Price,Phoenix Suns,947276,2016, PG
Ricky Ledo,New York Knicks,947276,2016, SG
Sasha Vujacic,New York Knicks,947276,2016, SG
Seth Curry,Sacramento Kings,947276,2016, SG
Allen Crabbe,Portland Trail Blazers,947276,2016, G
John Lucas III,Minnesota Timberwolves,947276,2016, PG
Rasual Butler,San Antonio Spurs,947276,2016, SF
Tayshaun Prince,Minnesota Timberwolves,947276,2016, SF
Isaiah Canaan,Philadelphia 76ers,947276,2016, G
Jason Terry,Houston Rockets,947276,2016, G
Dewayne Dedmon,Orlando Magic,947276,2016, C
Amar'e Stoudemire,Miami Heat,947276,2016, C
Metta World Peace,Los Angeles Lakers,947276,2016, SF
Damien Wilkins,Indiana Pacers,947276,2016, SG
Anthony Bennett,Toronto Raptors,947276,2016, F
Luc Mbah a Moute,Los Angeles Clippers,947276,2016, F
Chuck Hayes,Houston Rockets,947276,2016, PF
Gerald Green,Miami Heat,947276,2016, G
Chris Babb,Golden State Warriors,947276,2016, SG
Jared Cunningham,Milwaukee Bucks,947276,2016, G
Jamaal Franklin,Denver Nuggets,947276,2016, SG
Troy Daniels,Charlotte Hornets,947276,2016, G
Donald Sloan,Brooklyn Nets,947276,2016, G
Richard Jefferson,Cleveland Cavaliers,947276,2016, F
Mike Miller,Denver Nuggets,947276,2016, SG
Jeff Withey,Utah Jazz,947276,2016, C
Charlie Villanueva,Dallas Mavericks,947276,2016, PF
Samuel Dalembert,Dallas Mavericks,947276,2016, C
Austin Daye,Cleveland Cavaliers,947276,2016, SF
Kendrick Perkins,New Orleans Pelicans,947276,2016, C
James Jones,Cleveland Cavaliers,947276,2016, SG
Willie Reed,Brooklyn Nets,947276,2016, C
Ian Clark,Golden State Warriors,947276,2016, G
Nate Robinson,New Orleans Pelicans,947276,2016, PG
Josh Smith,Houston Rockets,947276,2016, PF
Jason Richardson,Atlanta Hawks,947276,2016, SG
Raul Neto,Utah Jazz,900000,2016, PG
Jimmer Fredette,New York Knicks,874837,2016, G
Damien Inglis,Milwaukee Bucks,855000,2016, SF
Jarnell Stokes,Miami Heat,845059,2016, C
Russ Smith,Memphis Grizzlies,845059,2016, PG
Jordan Clarkson,Los Angeles Lakers,845059,2016, PG
Eric Moreland,Sacramento Kings,845059,2016, C
Markel Brown,Brooklyn Nets,845059,2016, G
Nick Johnson,San Antonio Spurs,845059,2016, G
Tyler Johnson,Miami Heat,845059,2016, G
Jack Cooley,Sacramento Kings,845059,2016, F
Terrico White,Perth Perth,845059,2016, G
James Michael McAdoo,Golden State Warriors,845059,2016, SF
Tim Frazier,New Orleans Pelicans,845059,2016, PG
Cleanthony Early,New York Knicks,845059,2016, SF
Joe Harris,Cleveland Cavaliers,845059,2016, SF
Johnny O'Bryant III,Milwaukee Bucks,845059,2016, F
Jabari Brown,Milwaukee Bucks,845059,2016, SG
Langston Galloway,New York Knicks,845059,2016, SG
Marcus Landry,Milwaukee Bucks,845059,2016, SF
Keith Benson,Miami Heat,845059,2016, PF
David Stockton,Los Angeles Lakers,845059,2016, G
Shayne Whittington,Indiana Pacers,845059,2016, PF
Devyn Marble,Orlando Magic,845059,2016, G
Jerami Grant,Philadelphia 76ers,845059,2016, SF
Adonis Thomas,Detroit Pistons,845059,2016, SG
Cameron Bairstow,Chicago Bulls,845059,2016, PF
James Ennis III,New Orleans Pelicans,845059,2016, F
Tarik Black,Los Angeles Lakers,845059,2016, F
JaMychal Green,Memphis Grizzlies,845059,2016, PF
Elijah Millsap,Utah Jazz,845059,2016, F
Spencer Dinwiddie,Detroit Pistons,845059,2016, PG
Dwight Powell,Dallas Mavericks,845059,2016, C
Kostas Papanikolaou,Denver Nuggets,800321,2016, SF
Bryce Cotton,Memphis Grizzlies,700902,2016, G
Anthony Brown,Los Angeles Lakers,700000,2016, F
Norman Powell,Toronto Raptors,650000,2016, SF
