TEAM,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PER,SEASON,Playoff,Quarter,Semi,Final,Champion,SCORE,W,L,WIN%,GB,CONF,DIV,HOME,ROAD,OT,TEAM_ID,ELO
Washington Wizards,3290,7044,54.0,278.0,1418,1949,1133.0,2353.0,3486.0,2029,565.0,466.0,1297.0,1866,8052,14.09,1990-91,0,0,0,0,0,,30,52,0.366,31  ,22-32,10-16,21-20,9-32 ,0-0 ,1610612764,1253.8928985641649
Atlanta Hawks,3363,6865,117.0,394.0,1897,2480,1252.0,2159.0,3411.0,1748,696.0,352.0,1202.0,1812,8740,14.64,1989-90,0,0,0,0,0,,41,41,0.5,18  ,27-27,15-15,25-16,16-25,0-0 ,1610612737,1442.148668411015
Boston Celtics,3551,7109,104.0,399.0,1787,2147,1063.0,2697.0,3760.0,2395,537.0,454.0,1230.0,1698,8993,17.16,1989-90,1,0,0,0,0,4.0,52,30,0.634,7   ,36-18,19-7 ,30-11,22-19,0-0 ,1610612738,1488.6008074362685
Brooklyn Nets,2972,6971,133.0,463.0,1636,2182,1286.0,2229.0,3515.0,1387,721.0,462.0,1237.0,1813,7713,12.95,1989-90,0,0,0,0,0,,17,65,0.207,42  ,13-41,9-17 ,13-28,4-37 ,0-0 ,1610612751,1103.2197351688678
Charlotte Hornets,3014,6632,202.0,591.0,1363,1785,830.0,1980.0,2810.0,1821,679.0,222.0,1059.0,1640,7593,13.42,1989-90,0,0,0,0,0,,19,63,0.232,44  ,13-43,7-21 ,13-28,6-35 ,0-0 ,1610612766,1230.5993933891646
Chicago Bulls,3449,6864,243.0,644.0,1649,2121,1026.0,2190.0,3216.0,2140,800.0,375.0,1157.0,1812,8790,15.24,1989-90,1,1,1,0,0,9.0,55,27,0.671,4   ,37-17,20-10,36-5 ,19-22,0-0 ,1610612741,1592.6033985819415
Cleveland Cavaliers,3026,6483,338.0,814.0,1519,2038,1066.0,2246.0,3312.0,1969,602.0,488.0,1105.0,1524,7909,13.62,1989-90,1,0,0,0,0,7.0,42,40,0.512,17  ,30-24,14-16,27-14,15-26,0-0 ,1610612739,1481.3136091783433
Dallas Mavericks,3175,6669,150.0,463.0,1688,2210,1036.0,2388.0,3424.0,1729,647.0,393.0,1171.0,1704,8188,13.68,1989-90,1,0,0,0,0,6.0,47,35,0.573,16  ,29-27,17-11,30-11,17-24,0-0 ,1610612742,1474.4524595169864
Denver Nuggets,3713,8007,228.0,677.0,1730,2193,1168.0,2530.0,3698.0,2273,813.0,329.0,1122.0,2046,9384,17.32,1989-90,1,0,0,0,0,7.0,43,39,0.524,20  ,28-28,15-13,28-13,15-26,0-0 ,1610612743,1374.2009705341625
Detroit Pistons,3198,6670,159.0,492.0,1657,2164,1127.0,2310.0,3437.0,1906,490.0,387.0,1129.0,1810,8212,15.54,1989-90,1,1,1,1,0,4.0,59,23,0.72,--  ,40-14,22-8 ,35-6 ,24-17,0-0 ,1610612765,1665.569556182964
Golden State Warriors,3359,6895,239.0,736.0,2222,2721,838.0,2215.0,3053.0,1910,719.0,444.0,1321.0,1794,9179,15.56,1989-90,0,0,0,0,0,,37,45,0.451,26  ,24-32,11-17,27-14,10-31,0-0 ,1610612744,1359.646316629929
Houston Rockets,3266,6805,149.0,474.0,1514,2087,1124.0,2459.0,3583.0,2070,750.0,525.0,1338.0,1740,8195,15.25,1989-90,1,0,0,0,0,8.0,41,41,0.5,22  ,28-28,13-15,31-10,10-31,0-0 ,1610612745,1445.4902505852856
Indiana Pacers,3282,6540,281.0,730.0,1838,2244,889.0,2249.0,3138.0,1956,525.0,332.0,1235.0,1818,8683,14.55,1989-90,1,0,0,0,0,8.0,42,40,0.512,17  ,30-24,16-14,28-13,14-27,0-0 ,1610612754,1370.1187653046247
Los Angeles Clippers,3174,6494,48.0,194.0,1749,2369,996.0,2283.0,3279.0,1909,728.0,500.0,1465.0,1765,8145,13.88,1989-90,0,0,0,0,0,,30,52,0.366,33  ,17-39,7-21 ,20-21,10-31,0-0 ,1610612746,1246.4736471212125
Los Angeles Lakers,3336,6784,309.0,839.0,1855,2347,1061.0,2392.0,3453.0,2205,639.0,437.0,1135.0,1649,8836,17.03,1989-90,1,1,0,0,0,2.0,63,19,0.768,--  ,44-12,22-6 ,37-4 ,26-15,0-0 ,1610612747,1569.4086681267745
Miami Heat,3292,7154,88.0,300.0,1350,1965,1197.0,2236.0,3433.0,1939,723.0,382.0,1456.0,2044,8022,13.08,1989-90,0,0,0,0,0,,18,64,0.22,41  ,11-43,4-22 ,11-30,7-34 ,0-0 ,1610612748,1166.5940740835329
Milwaukee Bucks,3216,6709,199.0,631.0,1611,2122,1014.0,2033.0,3047.0,1961,781.0,298.0,1180.0,1882,8242,14.63,1989-90,1,0,0,0,0,6.0,44,38,0.537,15  ,28-26,14-16,27-14,17-24,0-0 ,1610612749,1422.424128514648
Minnesota Timberwolves,2957,6591,69.0,279.0,1541,2057,1146.0,1964.0,3110.0,1819,764.0,326.0,1034.0,1785,7524,12.49,1989-90,0,0,0,0,0,,22,60,0.268,41  ,12-44,6-22 ,17-24,5-36 ,0-0 ,1610612750,1244.7787338505002
New York Knicks,3393,6957,236.0,704.0,1750,2305,1163.0,2371.0,3534.0,2091,693.0,484.0,1344.0,1728,8772,16.03,1989-90,1,1,0,0,0,10.0,45,37,0.549,14  ,30-24,17-9 ,29-12,16-25,0-0 ,1610612752,1391.2472762000823
Oklahoma City Thunder,3213,6666,222.0,618.0,1459,1963,1262.0,2142.0,3404.0,1792,665.0,326.0,1203.0,1893,8107,14.47,1989-90,0,0,0,0,0,,41,41,0.5,22  ,26-30,11-17,30-11,11-30,0-0 ,1610612760,1395.9221678934605
Orlando Magic,3445,7493,116.0,393.0,2058,2718,1293.0,2443.0,3736.0,1991,613.0,291.0,1371.0,1962,9064,16.05,1989-90,0,0,0,0,0,,18,64,0.22,41  ,12-42,4-26 ,12-29,6-35 ,0-0 ,1610612753,1117.6033062538706
Philadelphia 76ers,3271,6638,182.0,523.0,1901,2406,1060.0,2319.0,3379.0,1871,660.0,337.0,1080.0,1564,8625,15.84,1989-90,1,1,0,0,0,14.0,53,29,0.646,6   ,37-17,19-7 ,34-7 ,19-22,0-0 ,1610612755,1511.8907698143903
Phoenix Suns,3414,6824,166.0,512.0,2079,2601,1004.0,2565.0,3569.0,2064,650.0,495.0,1194.0,1737,9073,16.91,1989-90,1,1,1,0,0,15.0,54,28,0.659,9   ,38-18,20-8 ,32-9 ,22-19,0-0 ,1610612756,1572.3770892418186
Portland Trail Blazers,3449,7274,184.0,545.0,1959,2624,1313.0,2491.0,3804.0,2029,716.0,354.0,1288.0,1980,9041,16.66,1989-90,1,1,1,1,1,12.0,59,23,0.72,4   ,41-15,20-8 ,35-6 ,24-17,0-0 ,1610612757,1597.2176174988292
Sacramento Kings,3189,6771,214.0,639.0,1455,1862,910.0,2237.0,3147.0,1992,507.0,356.0,1122.0,1718,8047,13.47,1989-90,0,0,0,0,0,,23,59,0.28,40  ,14-42,7-21 ,16-25,7-34 ,0-0 ,1610612758,1199.6329302958227
San Antonio Spurs,3327,6835,54.0,220.0,1860,2497,1135.0,2439.0,3574.0,2013,792.0,544.0,1317.0,1764,8568,14.46,1989-90,1,1,0,0,0,4.0,56,26,0.683,7   ,40-16,19-9 ,34-7 ,22-19,0-0 ,1610612759,1581.1008560793152
Utah Jazz,3279,6428,223.0,621.0,1854,2454,925.0,2469.0,3394.0,2136,658.0,487.0,1335.0,1953,8635,15.48,1989-90,1,0,0,0,0,4.0,55,27,0.671,8   ,38-18,21-7 ,36-5 ,19-22,0-0 ,1610612762,1473.974987117857
Washington Wizards,3481,7333,37.0,192.0,1550,2010,1095.0,2325.0,3420.0,2175,544.0,406.0,1123.0,1796,8549,15.98,1989-90,0,0,0,0,0,,31,51,0.378,28  ,20-34,10-16,20-21,11-30,0-0 ,1610612764,1281.3898169883366
Atlanta Hawks,3307,6961,102.0,364.0,2107,2612,1315.0,2210.0,3525.0,1938,779.0,453.0,1212.0,1749,8823,16.18,1988-89,1,0,0,0,0,4.0,52,30,0.634,11  ,38-18,20-10,33-8 ,19-22,0-0 ,1610612737,1525.484636355378
Boston Celtics,3234,6558,73.0,283.0,1704,2164,1099.0,2233.0,3332.0,1985,578.0,400.0,1186.0,1659,8245,14.62,1988-89,1,0,0,0,0,8.0,42,40,0.512,21  ,27-29,19-11,32-9 ,10-31,0-0 ,1610612738,1401.0193726870516
Brooklyn Nets,3104,6721,185.0,555.0,1549,2103,1112.0,2240.0,3352.0,1649,701.0,396.0,1299.0,1754,7942,14.04,1988-89,0,0,0,0,0,,26,56,0.317,37  ,16-40,9-21 ,17-24,9-32 ,0-0 ,1610612751,1212.2959065474236
Charlotte Hornets,3270,7085,132.0,417.0,1529,1974,1071.0,2075.0,3146.0,2119,656.0,249.0,1220.0,1933,8201,14.48,1988-89,0,0,0,0,0,,20,62,0.244,43  ,12-44,8-22 ,12-29,8-33 ,0-0 ,1610612766,1207.205138562884
Chicago Bulls,3371,6790,174.0,527.0,1609,2042,971.0,2352.0,3323.0,2178,702.0,368.0,1259.0,1729,8525,15.12,1988-89,1,1,1,0,0,18.0,47,35,0.573,16  ,28-28,12-18,30-11,17-24,0-0 ,1610612741,1525.7944863818298
Cleveland Cavaliers,3364,6669,169.0,464.0,1784,2384,996.0,2416.0,3412.0,2230,773.0,580.0,1260.0,1521,8681,16.13,1988-89,1,0,0,0,0,3.0,57,25,0.695,6   ,38-18,19-11,37-4 ,20-21,0-0 ,1610612739,1499.6563590279911
Dallas Mavericks,3147,6676,201.0,640.0,1739,2206,1014.0,2317.0,3331.0,1757,541.0,455.0,1155.0,1626,8234,14.38,1988-89,0,0,0,0,0,,38,44,0.463,19  ,30-28,19-11,24-17,14-27,0-0 ,1610612742,1321.766361517051
Denver Nuggets,3606,7648,218.0,641.0,1716,2159,1120.0,2288.0,3408.0,2144,741.0,398.0,1112.0,1900,9146,16.22,1988-89,1,0,0,0,0,6.0,44,38,0.537,13  ,32-26,18-12,35-6 ,9-32 ,0-0 ,1610612743,1359.2213943896434
Detroit Pistons,3303,6641,118.0,387.0,1765,2285,1132.0,2493.0,3625.0,1936,506.0,400.0,1254.0,1847,8489,16.38,1988-89,1,1,1,1,1,4.0,63,19,0.768,--  ,41-15,20-10,37-4 ,26-15,0-0 ,1610612765,1767.8759775854946
Golden State Warriors,3621,7716,184.0,602.0,1819,2260,1263.0,2475.0,3738.0,1955,786.0,632.0,1396.0,1825,9245,16.46,1988-89,1,1,0,0,0,14.0,43,39,0.524,14  ,29-29,15-19,29-12,14-27,0-0 ,1610612744,1393.1421706220028
Houston Rockets,3351,7030,162.0,512.0,1870,2477,1178.0,2480.0,3658.0,1995,768.0,471.0,1486.0,1928,8734,14.48,1988-89,1,0,0,0,0,5.0,45,37,0.549,12  ,33-25,19-11,31-10,14-27,0-0 ,1610612745,1379.1740938139471
Indiana Pacers,3252,6662,198.0,597.0,1711,2154,988.0,2405.0,3393.0,1936,535.0,397.0,1420.0,1921,8413,14.7,1988-89,0,0,0,0,0,,28,54,0.341,35  ,15-41,8-22 ,20-21,8-33 ,0-0 ,1610612754,1391.0477783858198
Los Angeles Clippers,3358,7054,51.0,222.0,1487,2049,1070.0,2245.0,3315.0,2105,769.0,516.0,1550.0,1789,8254,13.77,1988-89,0,0,0,0,0,,21,61,0.256,36  ,17-41,7-27 ,17-24,4-37 ,0-0 ,1610612746,1232.748673979911
Los Angeles Lakers,3476,6888,224.0,657.0,1923,2383,1037.0,2492.0,3529.0,2151,689.0,407.0,1221.0,1544,9099,17.34,1988-89,1,1,1,1,0,4.0,57,25,0.695,--  ,43-15,25-9 ,35-6 ,22-19,0-0 ,1610612747,1609.1844289855394
Miami Heat,3031,6669,88.0,266.0,1391,1972,1261.0,2124.0,3385.0,1766,677.0,396.0,1576.0,1957,7541,12.14,1988-89,0,0,0,0,0,,15,67,0.183,42  ,10-48,6-24 ,12-29,3-38 ,0-0 ,1610612748,1176.0294446804255
Milwaukee Bucks,3264,6870,175.0,547.0,1882,2288,1080.0,2200.0,3280.0,2011,783.0,306.0,1220.0,1856,8585,15.21,1988-89,1,1,0,0,0,10.0,49,33,0.598,14  ,29-27,11-19,31-10,18-23,0-0 ,1610612749,1452.757184480144
New York Knicks,3656,7502,386.0,1142.0,1732,2302,1301.0,2235.0,3536.0,2035,882.0,442.0,1517.0,1984,9430,16.35,1988-89,1,1,0,0,0,4.0,52,30,0.634,11  ,36-20,18-12,35-6 ,17-24,0-0 ,1610612752,1478.5655325837158
Oklahoma City Thunder,3534,7384,292.0,763.0,1762,2359,1384.0,2220.0,3604.0,2010,843.0,491.0,1362.0,1988,9122,15.76,1988-89,0,0,0,0,0,8.0,47,35,0.573,10  ,37-21,20-14,31-10,16-25,0-0 ,1610612760,1420.852249467493
Philadelphia 76ers,3302,6774,201.0,636.0,1876,2360,1072.0,2210.0,3282.0,1988,652.0,343.0,1094.0,1551,8681,14.67,1988-89,1,0,0,0,0,7.0,46,36,0.561,17  ,31-25,19-11,30-11,16-25,0-0 ,1610612755,1428.9251949904265
Phoenix Suns,3697,7390,156.0,449.0,2027,2558,1040.0,2534.0,3574.0,2215,668.0,415.0,1234.0,1852,9577,17.76,1988-89,1,1,1,0,0,9.0,55,27,0.671,2   ,41-17,23-11,35-6 ,20-21,0-0 ,1610612756,1530.715957804654
Portland Trail Blazers,3411,7145,185.0,569.0,1678,2269,1296.0,2224.0,3520.0,2001,760.0,349.0,1292.0,1846,8685,15.09,1988-89,1,0,0,0,0,8.0,39,43,0.476,18  ,30-28,17-17,28-13,11-30,0-0 ,1610612757,1320.5356311901066
Sacramento Kings,3196,6956,302.0,806.0,1543,1998,1087.0,2334.0,3421.0,1908,599.0,374.0,1284.0,1757,8237,14.82,1988-89,0,0,0,0,0,,27,55,0.329,30  ,23-35,12-22,21-20,6-35 ,0-0 ,1610612758,1316.6622887873164
San Antonio Spurs,3300,6995,60.0,277.0,1540,2205,1222.0,2074.0,3296.0,1934,918.0,410.0,1593.0,2009,8200,12.57,1988-89,0,0,0,0,0,,21,61,0.256,36  ,15-43,9-21 ,18-23,3-38 ,0-0 ,1610612759,1167.7364754754667
Utah Jazz,3051,6270,104.0,352.0,2036,2627,994.0,2531.0,3525.0,2042,689.0,575.0,1413.0,1776,8242,13.65,1988-89,1,0,0,0,0,2.0,51,31,0.622,6   ,37-21,19-11,34-7 ,17-24,0-0 ,1610612762,1421.687532360659
Washington Wizards,3511,7566,52.0,243.0,1784,2309,1251.0,2343.0,3594.0,2026,690.0,325.0,1261.0,2045,8858,14.63,1988-89,0,0,0,0,0,,40,42,0.488,23  ,25-31,17-13,30-11,10-31,0-0 ,1610612764,1459.915729337628
Atlanta Hawks,3339,6880,66.0,232.0,1823,2373,1177.0,2252.0,3429.0,2009,612.0,519.0,1168.0,1949,8567,15.98,1987-88,1,1,0,0,0,8.0,50,32,0.61,7   ,35-23,16-13,30-11,20-21,0-0 ,1610612737,1458.482962935566
Boston Celtics,3445,6579,266.0,685.0,1788,2215,885.0,2367.0,3252.0,2348,586.0,391.0,1225.0,1693,8944,15.89,1987-88,1,1,1,0,0,3.0,57,25,0.695,--  ,39-19,19-5 ,36-5 ,21-20,0-0 ,1610612738,1517.1204178093317
Brooklyn Nets,3023,6416,117.0,392.0,1575,2172,1002.0,2116.0,3118.0,1678,662.0,363.0,1368.0,1829,7738,13.5,1987-88,0,0,0,0,0,,19,63,0.232,38  ,11-47,6-18 ,16-25,3-38 ,0-0 ,1610612751,1184.8783753616683
Chicago Bulls,3376,6876,56.0,242.0,1665,2180,1138.0,2390.0,3528.0,2130,697.0,448.0,1192.0,1764,8473,15.28,1987-88,1,1,0,0,0,6.0,50,32,0.61,7   ,34-24,16-13,30-11,20-21,0-0 ,1610612741,1474.5310944288383
Cleveland Cavaliers,3211,6552,127.0,334.0,1777,2388,994.0,2231.0,3225.0,2039,714.0,517.0,1365.0,1750,8326,15.04,1987-88,1,0,0,0,0,6.0,42,40,0.512,15  ,30-28,11-19,31-10,11-30,0-0 ,1610612739,1470.9858552905869
Dallas Mavericks,3341,7018,152.0,510.0,1943,2464,1315.0,2441.0,3756.0,1941,620.0,433.0,1189.0,1660,8777,15.51,1987-88,1,1,1,0,0,9.0,53,29,0.646,9   ,41-19,20-10,33-8 ,20-21,0-0 ,1610612742,1544.5443402987933
Denver Nuggets,3682,7729,191.0,558.0,1801,2230,1110.0,2384.0,3494.0,2257,815.0,390.0,1125.0,1910,9356,16.64,1987-88,1,1,0,0,0,4.0,54,28,0.659,8   ,39-21,18-12,35-6 ,19-22,0-0 ,1610612743,1507.7941414577133
Detroit Pistons,3330,6692,58.0,200.0,1883,2467,1109.0,2341.0,3450.0,1985,562.0,362.0,1263.0,1793,8601,16.78,1987-88,1,1,1,1,1,8.0,54,28,0.659,3   ,39-19,20-10,34-7 ,20-21,0-0 ,1610612765,1562.7039684323731
Golden State Warriors,3164,6707,90.0,297.0,1621,2011,994.0,2003.0,2997.0,1816,662.0,240.0,1208.0,1917,8039,14.12,1987-88,0,0,0,0,0,,20,62,0.244,42  ,15-45,7-23 ,16-25,4-37 ,0-0 ,1610612744,1181.4255959608377
Houston Rockets,3358,7100,62.0,261.0,1875,2407,1194.0,2491.0,3685.0,1833,658.0,498.0,1291.0,1802,8653,15.3,1987-88,1,0,0,0,0,6.0,46,36,0.561,16  ,33-27,13-17,31-10,15-26,0-0 ,1610612745,1384.5848670800517
Indiana Pacers,3428,7131,163.0,485.0,1522,1950,1074.0,2439.0,3513.0,1971,616.0,341.0,1284.0,2016,8541,14.92,1987-88,0,0,0,0,0,,38,44,0.463,19  ,25-33,13-17,25-16,13-28,0-0 ,1610612754,1350.1528737211106
Los Angeles Clippers,2886,6483,77.0,309.0,1481,2053,1045.0,2121.0,3166.0,1771,665.0,478.0,1356.0,1626,7330,12.02,1987-88,0,0,0,0,0,,17,65,0.207,45  ,13-47,7-23 ,14-27,3-38 ,0-0 ,1610612746,1116.3227041605044
Los Angeles Lakers,3394,6686,139.0,465.0,1838,2321,1023.0,2372.0,3395.0,2257,644.0,353.0,1206.0,1501,8765,16.72,1987-88,1,1,1,1,0,4.0,62,20,0.756,--  ,46-14,23-7 ,36-5 ,26-15,0-0 ,1610612747,1600.1171012458103
Milwaukee Bucks,3241,6741,129.0,384.0,1770,2269,1057.0,2211.0,3268.0,2040,628.0,358.0,1159.0,1834,8381,15.21,1987-88,1,0,0,0,0,5.0,42,40,0.512,15  ,28-30,13-17,30-11,12-29,0-0 ,1610612749,1365.9456112615387
New York Knicks,3177,6743,166.0,522.0,1659,2176,1212.0,2058.0,3270.0,1799,715.0,434.0,1338.0,2106,8179,14.44,1987-88,1,0,0,0,0,8.0,38,44,0.463,19  ,27-31,10-14,29-12,9-32 ,0-0 ,1610612752,1438.4627150208798
Oklahoma City Thunder,3460,7281,220.0,631.0,1801,2412,1302.0,2292.0,3594.0,2093,742.0,442.0,1315.0,2351,8941,14.02,1987-88,0,0,0,0,0,7.0,44,38,0.537,18  ,31-29,19-11,32-9 ,12-29,0-0 ,1610612760,1427.0304227799693
Philadelphia 76ers,3112,6524,152.0,470.0,2028,2646,1184.0,2243.0,3427.0,1799,639.0,449.0,1322.0,1768,8404,13.02,1987-88,0,0,0,0,0,,36,46,0.439,21  ,25-33,12-12,27-14,9-32 ,0-0 ,1610612755,1365.3455690758624
Phoenix Suns,3313,6759,87.0,297.0,1561,2045,1005.0,2190.0,3195.0,2223,619.0,331.0,1281.0,1799,8274,14.93,1987-88,0,0,0,0,0,,28,54,0.341,34  ,21-39,11-19,22-19,6-35 ,0-0 ,1610612756,1303.5695185929983
Portland Trail Blazers,3532,7148,105.0,352.0,2025,2622,1219.0,2434.0,3653.0,2229,702.0,339.0,1289.0,1981,9194,16.93,1987-88,1,0,0,0,0,4.0,53,29,0.646,9   ,39-21,23-7 ,33-8 ,20-21,0-0 ,1610612757,1487.703220936785
Sacramento Kings,3350,7095,129.0,417.0,1738,2250,1213.0,2419.0,3632.0,1990,561.0,484.0,1343.0,1843,8567,14.92,1987-88,0,0,0,0,0,,24,58,0.293,38  ,19-41,9-21 ,19-22,5-36 ,0-0 ,1610612758,1225.3183863359134
San Antonio Spurs,3546,7183,121.0,356.0,1702,2318,1148.0,2240.0,3388.0,2183,696.0,452.0,1313.0,1870,8915,15.42,1987-88,1,0,0,0,0,8.0,31,51,0.378,31  ,25-35,12-18,23-18,8-33 ,0-0 ,1610612759,1268.1346867546283
Utah Jazz,3376,6834,121.0,372.0,1735,2304,1021.0,2465.0,3486.0,2310,706.0,603.0,1382.0,1814,8608,15.92,1987-88,1,1,0,0,0,10.0,47,35,0.573,15  ,38-22,18-12,33-8 ,14-27,0-0 ,1610612762,1529.25407956974
Washington Wizards,3347,7141,29.0,138.0,1910,2471,1225.0,2285.0,3510.0,1874,698.0,502.0,1366.0,1917,8633,14.47,1987-88,0,0,0,0,0,7.0,38,44,0.463,19  ,26-32,13-11,25-16,13-28,0-0 ,1610612764,1435.591491488501
Atlanta Hawks,3357,6920,128.0,395.0,1968,2591,1324.0,2391.0,3715.0,1924,673.0,499.0,1192.0,2062,8810,16.48,1986-87,1,1,0,0,0,4.0,57,25,0.695,2   ,38-20,17-13,35-6 ,22-19,0-0 ,1610612737,1538.1743810403673
Boston Celtics,3486,6638,189.0,514.0,1650,2028,893.0,2480.0,3373.0,2282,529.0,512.0,1186.0,1580,8811,16.06,1986-87,1,1,1,1,0,4.0,59,23,0.72,--  ,38-20,15-9 ,39-2 ,20-21,0-0 ,1610612738,1577.4973923228422
Brooklyn Nets,3285,6876,142.0,439.0,1949,2529,1132.0,2344.0,3476.0,1917,616.0,381.0,1537.0,2248,8661,14.22,1986-87,0,0,0,0,0,,24,58,0.293,35  ,20-38,12-12,19-22,5-36 ,0-0 ,1610612751,1281.2024357839582
Chicago Bulls,3289,6906,78.0,282.0,1683,2159,1220.0,2338.0,3558.0,2016,638.0,418.0,1180.0,1827,8339,14.08,1986-87,1,0,0,0,0,8.0,40,42,0.488,19  ,30-28,17-12,29-12,11-30,0-0 ,1610612741,1362.996534708116
Cleveland Cavaliers,3222,6816,80.0,326.0,1685,2413,1181.0,2255.0,3436.0,1831,634.0,530.0,1517.0,1718,8209,14.0,1986-87,0,0,0,0,0,,31,51,0.378,28  ,22-36,8-22 ,25-16,6-35 ,0-0 ,1610612739,1322.5793033085731
Dallas Mavericks,3556,7273,226.0,636.0,2108,2659,1206.0,2460.0,3666.0,1982,676.0,415.0,1163.0,1833,9446,16.37,1986-87,1,0,0,0,0,2.0,55,27,0.671,10  ,42-18,19-11,35-6 ,20-21,0-0 ,1610612742,1471.139710578927
Denver Nuggets,3655,7725,103.0,374.0,1919,2479,1263.0,2318.0,3581.0,2257,739.0,414.0,1148.0,2103,9332,16.33,1986-87,1,0,0,0,0,8.0,37,45,0.451,28  ,28-32,14-16,27-14,10-31,0-0 ,1610612743,1373.417736103053
Detroit Pistons,3411,6937,39.0,165.0,1920,2497,1162.0,2524.0,3686.0,1988,618.0,390.0,1315.0,1920,8781,16.76,1986-87,1,1,1,0,0,9.0,52,30,0.634,7   ,38-20,17-13,32-9 ,20-21,0-0 ,1610612765,1557.9688228753566
Golden State Warriors,3441,7142,116.0,361.0,1923,2437,1130.0,2254.0,3384.0,2011,695.0,312.0,1276.0,2042,8921,14.67,1986-87,1,1,0,0,0,10.0,42,40,0.512,23  ,32-28,17-13,25-16,17-24,0-0 ,1610612744,1411.7143348539396
Houston Rockets,3310,6888,84.0,296.0,1664,2245,1127.0,2341.0,3468.0,2164,635.0,548.0,1288.0,1846,8368,14.93,1986-87,1,1,0,0,0,12.0,42,40,0.512,23  ,31-29,19-11,25-16,17-24,0-0 ,1610612745,1408.3589870060969
Indiana Pacers,3371,7113,93.0,314.0,1648,2105,1063.0,2315.0,3378.0,2118,669.0,280.0,1203.0,1920,8483,15.12,1986-87,1,0,0,0,0,7.0,41,41,0.5,18  ,28-30,13-16,28-13,13-28,0-0 ,1610612754,1422.1971926804626
Los Angeles Clippers,3160,6988,77.0,334.0,1798,2401,1201.0,2074.0,3275.0,1837,715.0,425.0,1358.0,1894,8195,13.01,1986-87,0,0,0,0,0,,12,70,0.146,53  ,11-49,3-27 ,9-32 ,3-38 ,0-0 ,1610612746,1085.320500728139
Los Angeles Lakers,3609,6995,164.0,445.0,1914,2412,1051.0,2404.0,3455.0,2395,694.0,462.0,1275.0,1639,9296,17.08,1986-87,1,1,1,1,1,4.0,65,17,0.793,--  ,47-13,24-6 ,37-4 ,28-13,0-0 ,1610612747,1670.120066860834
Milwaukee Bucks,3255,6786,177.0,542.0,1876,2448,1048.0,2191.0,3239.0,1909,794.0,377.0,1152.0,1967,8563,15.53,1986-87,1,1,0,0,0,8.0,50,32,0.61,9   ,34-24,17-13,32-9 ,18-23,0-0 ,1610612749,1508.54721404543
New York Knicks,3141,6596,125.0,368.0,1625,2194,999.0,1999.0,2998.0,1879,675.0,382.0,1288.0,1856,8032,13.05,1986-87,0,0,0,0,0,,24,58,0.293,35  ,16-42,8-16 ,18-23,6-35 ,0-0 ,1610612752,1238.043150217808
Oklahoma City Thunder,3423,7063,179.0,528.0,1866,2455,1339.0,2337.0,3676.0,2030,663.0,445.0,1406.0,2065,8891,14.48,1986-87,0,0,0,0,0,21.0,39,43,0.476,26  ,32-28,15-15,25-16,14-27,0-0 ,1610612760,1407.5630692280945
Philadelphia 76ers,3237,6538,86.0,331.0,1904,2518,1137.0,2252.0,3389.0,1894,757.0,530.0,1429.0,1710,8464,14.7,1986-87,1,0,0,0,0,7.0,45,37,0.549,14  ,29-29,12-12,28-13,17-24,0-0 ,1610612755,1431.1156855501672
Phoenix Suns,3476,6975,61.0,249.0,1819,2396,1073.0,2315.0,3388.0,2317,686.0,385.0,1433.0,1952,8832,14.26,1986-87,0,0,0,0,0,,36,46,0.439,29  ,28-32,14-16,26-15,10-31,0-0 ,1610612756,1413.785395628817
Portland Trail Blazers,3519,6929,90.0,314.0,2188,2814,1127.0,2326.0,3453.0,2257,730.0,370.0,1444.0,1963,9316,15.97,1986-87,1,0,0,0,0,3.0,49,33,0.598,16  ,35-25,17-13,34-7 ,15-26,0-0 ,1610612757,1402.9591649886816
Sacramento Kings,3415,7164,77.0,297.0,1953,2444,1244.0,2377.0,3621.0,2113,489.0,389.0,1328.0,1919,8860,14.54,1986-87,0,0,0,0,0,,29,53,0.354,36  ,22-38,10-20,20-21,9-32 ,0-0 ,1610612758,1317.3815144723735
San Antonio Spurs,3493,7344,116.0,397.0,1679,2263,1260.0,2311.0,3571.0,2206,773.0,320.0,1369.0,1878,8781,14.66,1986-87,0,0,0,0,0,,28,54,0.341,37  ,20-40,9-21 ,21-20,7-34 ,0-0 ,1610612759,1271.2461156650563
Utah Jazz,3485,7514,139.0,448.0,1735,2389,1194.0,2456.0,3650.0,2240,835.0,628.0,1379.0,2040,8844,15.38,1986-87,1,0,0,0,0,4.0,44,38,0.537,21  ,32-28,19-11,31-10,13-28,0-0 ,1610612762,1362.8516318578434
Washington Wizards,3236,7122,43.0,214.0,1882,2451,1271.0,2257.0,3528.0,1667,719.0,682.0,1230.0,1702,8397,14.97,1986-87,0,0,0,0,0,6.0,42,40,0.512,17  ,26-32,13-11,27-14,15-26,0-0 ,1610612764,1363.8196594950646
Atlanta Hawks,3244,6591,28.0,153.0,1844,2533,1199.0,2298.0,3497.0,1824,685.0,412.0,1334.0,1996,8360,14.62,1985-86,1,1,0,0,0,8.0,50,32,0.61,17  ,35-23,21-9 ,34-7 ,16-25,0-0 ,1610612737,1502.2122533090755
