NAME,TEAM,SALARY,YEAR
Arnett Moultrie,Philadelphia 76ers,1089240,2014
Perry Jones,Oklahoma City Thunder,1082520,2014
Rudy Gobert,Utah Jazz,1078800,2014
Marquis Teague,Brooklyn Nets,1074720,2014
Festus Ezeli,Portland Trail Blazers,1066920,2014
Archie Goodwin,Phoenix Suns,1064400,2014
Nemanja Nedovic,Golden State Warriors,1056720,2014
Kyle Singler,Detroit Pistons,1045000,2014
Anthony Morrow,New Orleans Pelicans,1027424,2014
Lance Stephenson,Indiana Pacers,1005000,2014
Andrew Bynum,Indiana Pacers,1000000,2014
Ish Smith,Phoenix Suns,951463,2014
Omri Casspi,Houston Rockets,947907,2014
Byron Mullens,Philadelphia 76ers,947907,2014
Alan Anderson,Brooklyn Nets,947907,2014
Austin Daye,San Antonio Spurs,947907,2014
Chandler Parsons,Houston Rockets,926500,2014
Jeff Adrien,Milwaukee Bucks,916099,2014
Jon Leuer,Memphis Grizzlies,900000,2014
Shelvin Mack,Atlanta Hawks,884293,2014
Jannero Pargo,Charlotte Hornets,884293,2014
Ryan Hollins,Los Angeles Clippers,884293,2014
Josh Harrellson,Detroit Pistons,884293,2014
Wesley Johnson,Los Angeles Lakers,884293,2014
Nazr Mohammed,Chicago Bulls,884293,2014
Jordan Farmar,Los Angeles Lakers,884293,2014
Earl Watson,Portland Trail Blazers,884293,2014
DeJuan Blair,Dallas Mavericks,884293,2014
E'Twaun Moore,Orlando Magic,884293,2014
Aaron Brooks,Denver Nuggets,884293,2014
Rasual Butler,Indiana Pacers,884293,2014
Xavier Henry,Los Angeles Lakers,884293,2014
Kenyon Martin,New York Knicks,884293,2014
Greg Oden,Miami Heat,884293,2014
P.J. Tucker,Phoenix Suns,884293,2014
Shaun Livingston,Brooklyn Nets,884293,2014
Beno Udrih,Memphis Grizzlies,884293,2014
Donald Sloan,Indiana Pacers,884293,2014
Mike Miller,Memphis Grizzlies,884293,2014
Isaiah Thomas,Sacramento Kings,884293,2014
Devin Harris,Dallas Mavericks,884293,2014
Julyan Stone,Toronto Raptors,884293,2014
Garrett Temple,Washington Wizards,884293,2014
Anthony Tolliver,Charlotte Hornets,884293,2014
Cole Aldrich,New York Knicks,884293,2014
Draymond Green,Golden State Warriors,875500,2014
Allen Crabbe,Portland Trail Blazers,825000,2014
Elliot Williams,Philadelphia 76ers,797545,2014
Brian Roberts,New Orleans Pelicans,788872,2014
Jeffery Taylor,Charlotte Hornets,788872,2014
Aron Baynes,San Antonio Spurs,788872,2014
Henry Sims,Philadelphia 76ers,788872,2014
Darius Miller,New Orleans Pelicans,788872,2014
Jae Crowder,Dallas Mavericks,788872,2014
Quincy Acy,Sacramento Kings,788872,2014
Mike Scott,Atlanta Hawks,788872,2014
Kyle O'Quinn,Orlando Magic,788872,2014
Quincy Miller,Denver Nuggets,788872,2014
Patrick Beverley,Houston Rockets,788872,2014
Khris Middleton,Milwaukee Bucks,788872,2014
Kent Bazemore,Los Angeles Lakers,788872,2014
Will Barton,Portland Trail Blazers,788872,2014
Bernard James,Dallas Mavericks,788872,2014
Robert Sacre,Los Angeles Lakers,788872,2014
Andre Roberson,Oklahoma City Thunder,740560,2014
Diante Garrett,Utah Jazz,719266,2014
Malcolm Thomas,Utah Jazz,702233,2014
Dwight Buycks,Toronto Raptors,700000,2014
Hilton Armstrong,Golden State Warriors,660619,2014
Chris Douglas-Roberts,Charlotte Hornets,660619,2014
D.J. Augustin,Chicago Bulls,650215,2014
