NAME,TEAM,SALARY,YEAR
Jarrett Jack,Portland Trail Blazers,1217400,2008
Jarvis Hayes,Detroit Pistons,1200000,2008
Devin Brown,Cleveland Cavaliers,1200000,2008
Daequan Cook,Miami Heat,1184400,2008
Marcus Williams,Brooklyn Nets,1180200,2008
Francisco Garcia,Sacramento Kings,1168800,2008
Jared Dudley,Charlotte Hornets,1137000,2008
Josh Boone,Brooklyn Nets,1133040,2008
Shavlik Randolph,Philadelphia 76ers,1130000,2008
Luther Head,Houston Rockets,1122000,2008
Calvin Booth,Philadelphia 76ers,1103225,2008
Ronnie Price,Utah Jazz,1100000,2008
Wilson Chandler,New York Knicks,1091640,2008
Kyle Lowry,Memphis Grizzlies,1087680,2008
Rudy Fernandez,Madrid Real Madrid,1084080,2008
Bernard Robinson,Brooklyn Nets,1080000,2008
Johan Petro,Oklahoma City Thunder,1077120,2008
Shannon Brown,Chicago Bulls,1044120,2008
Jason Maxiell,Detroit Pistons,1041360,2008
Linas Kleiza,Denver Nuggets,1011360,2008
Jordan Farmar,Los Angeles Lakers,1009560,2008
Morris Almond,Utah Jazz,1005960,2008
Ime Udoka,San Antonio Spurs,1000000,2008
Wayne Simien,Miami Heat,997800,2008
David Lee,New York Knicks,990600,2008
Maurice Ager,Brooklyn Nets,974400,2008
Earl Barron,Miami Heat,973328,2008
Aaron Brooks,Houston Rockets,972720,2008
Mardy Collins,New York Knicks,967320,2008
Donell Taylor,Washington Wizards,945610,2008
C.J. Miles,Utah Jazz,945610,2008
Arron Afflalo,Detroit Pistons,944520,2008
Alando Tucker,Phoenix Suns,931920,2008
Melvin Ely,New Orleans Pelicans,895341,2008
Chris Andersen,New Orleans Pelicans,885294,2008
Mike Hall,Washington Wizards,862456,2008
Justin Williams,Houston Rockets,862456,2008
Mile Ilic,Brooklyn Nets,850000,2008
Quinton Ross,Los Angeles Clippers,826046,2008
Sergio Rodriguez,Portland Trail Blazers,817000,2008
Randolph Morris,New York Knicks,810000,2008
Mickael Gelabale,Oklahoma City Thunder,802000,2008
Josh Powell,Los Angeles Clippers,800000,2008
Salim Stoudamire,Atlanta Hawks,783000,2008
Jeff McInnis,Charlotte Hornets,770610,2008
Sean Marks,Phoenix Suns,770610,2008
Derek Anderson,Charlotte Hornets,770610,2008
Casey Jacobsen,Memphis Grizzlies,770610,2008
Brian Skinner,Phoenix Suns,770610,2008
Darrick Martin,Toronto Raptors,770610,2008
James Singleton,Washington Wizards,770610,2008
Dwayne Jones II,Cleveland Cavaliers,770610,2008
Royal Ivey,Milwaukee Bucks,770610,2008
Michael Ruffin,Milwaukee Bucks,770610,2008
Ryan Bowen,New Orleans Pelicans,770610,2008
Austin Croshere,Golden State Warriors,770610,2008
Roger Mason Jr.,Washington Wizards,770610,2008
Dan Dickau,Los Angeles Clippers,770610,2008
Ronny Turiaf,Los Angeles Lakers,770610,2008
Von Wafer,Portland Trail Blazers,770610,2008
Malik Allen,Dallas Mavericks,770610,2008
Robert Hite,Miami Heat,770610,2008
John Lucas III,Minnesota Timberwolves,770610,2008
Stephen Graham,Indiana Pacers,770610,2008
Orien Greene,Sacramento Kings,770610,2008
Awvee Storey,Milwaukee Bucks,770610,2008
Lynn Greer,Milwaukee Bucks,770610,2008
Andre Brown,Memphis Grizzlies,770610,2008
Anfernee Hardaway,Miami Heat,770610,2008
Daniel Ewing,Los Angeles Clippers,770610,2008
Brandon Bass,Dallas Mavericks,770610,2008
Kareem Rush,Indiana Pacers,770610,2008
Ruben Patterson,Los Angeles Clippers,770610,2008
Monta Ellis,Golden State Warriors,770610,2008
Dikembe Mutombo,Houston Rockets,770610,2008
Anthony Carter,Denver Nuggets,770610,2008
Jamal Sampson,Denver Nuggets,770610,2008
Darvin Ham,Denver Nuggets,770610,2008
Darrel Armstrong,Brooklyn Nets,770610,2008
Ryan Gomes,Minnesota Timberwolves,770610,2008
Scot Pollard,Boston Celtics,770610,2008
Lou Williams,Philadelphia 76ers,770610,2008
Juwan Howard,Dallas Mavericks,761544,2008
Kyrylo Fesenko,Utah Jazz,750000,2008
Solomon Jones,Atlanta Hawks,729000,2008
Eddie Gill,Oklahoma City Thunder,693549,2008
Yakhouba Diawara,Denver Nuggets,687456,2008
Leon Powe,Boston Celtics,687456,2008
Ryan Hollins,Charlotte Hornets,687456,2008
Hassan Adams,Toronto Raptors,687456,2008
Paul Davis,Los Angeles Clippers,687456,2008
Craig Smith,Minnesota Timberwolves,687456,2008
James Augustine,Orlando Magic,687456,2008
Lou Amundson,Philadelphia 76ers,687456,2008
James White,New York Knicks,687456,2008
Paul Millsap,Utah Jazz,687456,2008
Devin Green,Los Angeles Lakers,687456,2008
Will Conroy,Minnesota Timberwolves,687456,2008
Steve Novak,Houston Rockets,687456,2008
David Noel,Milwaukee Bucks,687456,2008
Andre Owens,Indiana Pacers,687456,2008
Tarence Kinsey,Memphis Grizzlies,687456,2008
Pops Mensah-Bonsu,Denver Nuggets,687456,2008
J.J. Barea,Dallas Mavericks,687456,2008
Chris Quinn,Miami Heat,687456,2008
Daniel Gibson,Cleveland Cavaliers,687456,2008
Kelenna Azubuike,Golden State Warriors,687456,2008
Gabe Pruitt,Boston Celtics,650000,2008
Jelani McCoy,Denver Nuggets,634620,2008
Ian Mahinmi,San Antonio Spurs,625840,2008
Dahntay Jones,Sacramento Kings,584757,2008
Richie Frahm,Los Angeles Clippers,566625,2008
Beno Udrih,Sacramento Kings,561544,2008
Juan Carlos Navarro,Memphis Grizzlies,538090,2008
Jamario Moon,Toronto Raptors,427163,2008
Thomas Gardner,Chicago Bulls,427163,2008
Ramon Sessions,Milwaukee Bucks,427163,2008
Dominic McGuire,Washington Wizards,427163,2008
Demetris Nichols,Chicago Bulls,427163,2008
Mustafa Shakur,Sacramento Kings,427163,2008
Darryl Watkins,Sacramento Kings,427163,2008
Coby Karl,Los Angeles Lakers,427163,2008
Carl Landry,Houston Rockets,427163,2008
Herbert Hill,Philadelphia 76ers,427163,2008
Cheikh Samb,Detroit Pistons,427163,2008
Mario West,Atlanta Hawks,427163,2008
Joel Anthony,Miami Heat,427163,2008
Marcus Slaughter,Madrid Real Madrid,427163,2008
Glen Davis,Boston Celtics,427163,2008
JamesOn Curry,Chicago Bulls,427163,2008
Marcin Gortat,Orlando Magic,427163,2008
Jermareo Davidson,Charlotte Hornets,427163,2008
Aaron Gray,Chicago Bulls,427163,2008
Taurean Green,Denver Nuggets,427163,2008
Josh McRoberts,Portland Trail Blazers,427163,2008
Adam Haluska,Houston Rockets,427163,2008
Chris Richard,Minnesota Timberwolves,427163,2008
Anthony Tolliver,New Orleans Pelicans,427163,2008
D.J. Strawberry,Phoenix Suns,427163,2008
Brandon Wallace,Boston Celtics,427163,2008
Chris Webber,Golden State Warriors,358107,2008
Earl Boykins,Charlotte Hornets,349041,2008
Damon Stoudamire,San Antonio Spurs,335442,2008
Courtney Sims,Indiana Pacers,319116,2008
Keith Langford,San Antonio Spurs,278912,2008
C.J. Watson,Golden State Warriors,251272,2008
Jeremy Richardson,San Antonio Spurs,238588,2008
Jamaal Magloire,Dallas Mavericks,231183,2008
P.J. Brown,Boston Celtics,226650,2008
Ronald Murray,Indiana Pacers,213051,2008
Gordan Giricek,Phoenix Suns,199452,2008
Theo Ratliff,Detroit Pistons,199452,2008
Sam Cassell,Boston Celtics,199452,2008
Tyronn Lue,Dallas Mavericks,199452,2008
Smush Parker,Los Angeles Clippers,181320,2008
Brent Barry,San Antonio Spurs,172177,2008
Loren Woods,Houston Rockets,142201,2008
Nick Fazekas,Los Angeles Clippers,125636,2008
Ira Newble,Los Angeles Lakers,122391,2008
Mike Harris,Houston Rockets,100509,2008
Didier Ilunga-Mbenga,Los Angeles Lakers,90660,2008
Lance Allred,Cleveland Cavaliers,87945,2008
Blake Ahearn,Miami Heat,67844,2008
Stephane Lasme,Miami Heat,67844,2008
Ronald Dupree,Oklahoma City Thunder,63462,2008
Marcus Williams,Los Angeles Clippers,50254,2008
Kasib Powell,Miami Heat,36395,2008
DerMarr Johnson,San Antonio Spurs,27198,2008
Bobby Jones,San Antonio Spurs,24263,2008
Linton Johnson,Toronto Raptors,4533,2008
Billy Thomas,Cleveland Cavaliers,4533,2008
Kevin Garnett,Boston Celtics,24751934,2009
Jason Kidd,Dallas Mavericks,21372000,2009
Jermaine O'Neal,Miami Heat,21372000,2009
Kobe Bryant,Los Angeles Lakers,21262500,2009
Shaquille O'Neal,Phoenix Suns,21000000,2009
Allen Iverson,Detroit Pistons,20840625,2009
Stephon Marbury,Boston Celtics,20840625,2009
Tim Duncan,San Antonio Spurs,20598704,2009
Tracy McGrady,Houston Rockets,20370437,2009
Ray Allen,Boston Celtics,18388430,2009
Dirk Nowitzki,Dallas Mavericks,18077904,2009
Paul Pierce,Boston Celtics,18077903,2009
Shawn Marion,Toronto Raptors,17810000,2009
Rashard Lewis,Orlando Magic,16447871,2009
Michael Redd,Milwaukee Bucks,15780000,2009
Pau Gasol,Los Angeles Lakers,15106000,2009
Andrei Kirilenko,Utah Jazz,15106000,2009
Amar'e Stoudemire,Phoenix Suns,15070550,2009
Yao Ming,Houston Rockets,15070550,2009
Mike Bibby,Atlanta Hawks,14983603,2009
Vince Carter,Brooklyn Nets,14724125,2009
Zach Randolph,Los Angeles Clippers,14666667,2009
Gilbert Arenas,Washington Wizards,14653466,2009
Ben Wallace,Cleveland Cavaliers,14500000,2009
Kenyon Martin,Denver Nuggets,14431816,2009
Dwyane Wade,Miami Heat,14410581,2009
Chris Bosh,Toronto Raptors,14410581,2009
Carmelo Anthony,Denver Nuggets,14410581,2009
LeBron James,Cleveland Cavaliers,14410581,2009
Joe Johnson,Atlanta Hawks,14232567,2009
Lamar Odom,Los Angeles Lakers,14148596,2009
Rasheed Wallace,Detroit Pistons,13930000,2009
Wally Szczerbiak,Cleveland Cavaliers,13775000,2009
Dwight Howard,Orlando Magic,13758000,2009
Elton Brand,Philadelphia 76ers,13757844,2009
Richard Jefferson,Milwaukee Bucks,13200000,2009
Larry Hughes,New York Knicks,12827676,2009
Raef LaFrentz,Portland Trail Blazers,12722500,2009
Peja Stojakovic,New Orleans Pelicans,12528000,2009
Steve Nash,Phoenix Suns,12250000,2009
Jason Richardson,Phoenix Suns,12222221,2009
Carlos Boozer,Utah Jazz,11593817,2009
Erick Dampier,Dallas Mavericks,11553000,2009
Tony Parker,San Antonio Spurs,11550000,2009
Brad Miller,Chicago Bulls,11375000,2009
Tyson Chandler,New Orleans Pelicans,11350000,2009
Andre Iguodala,Philadelphia 76ers,11300000,2009
Baron Davis,Los Angeles Clippers,11250000,2009
Samuel Dalembert,Philadelphia 76ers,11238564,2009
Chauncey Billups,Denver Nuggets,11050000,2009
Monta Ellis,Golden State Warriors,11000000,2009
Al Jefferson,Minnesota Timberwolves,11000000,2009
Zydrunas Ilgauskas,Cleveland Cavaliers,10841615,2009
Richard Hamilton,Detroit Pistons,10812500,2009
Bobby Simmons,Brooklyn Nets,10602667,2009
Andre Miller,Philadelphia 76ers,10333334,2009
Troy Murphy,Indiana Pacers,10126984,2009
Marcus Camby,Los Angeles Clippers,10000000,2009
Josh Smith,Atlanta Hawks,10000000,2009
Kirk Hinrich,Chicago Bulls,10000000,2009
Josh Howard,Dallas Mavericks,9945000,2009
Antawn Jamison,Washington Wizards,9923285,2009
Manu Ginobili,San Antonio Spurs,9905248,2009
David West,New Orleans Pelicans,9862500,2009
Eddy Curry,New York Knicks,9723983,2009
Nene Hilario,Denver Nuggets,9680000,2009
Emeka Okafor,Charlotte Hornets,9537500,2009
Chris Kaman,Los Angeles Clippers,9500000,2009
Gerald Wallace,Charlotte Hornets,9500000,2009
Tayshaun Prince,Detroit Pistons,9500000,2009
Luol Deng,Chicago Bulls,9385000,2009
Caron Butler,Washington Wizards,9249980,2009
Al Harrington,New York Knicks,9226250,2009
Jason Terry,Dallas Mavericks,9196000,2009
Antoine Walker,Minnesota Timberwolves,9052460,2009
Mike Miller,Minnesota Timberwolves,9028575,2009
Andris Biedrins,Golden State Warriors,9000000,2009
Boris Diaw,Charlotte Hornets,9000000,2009
Mike Dunleavy,Indiana Pacers,9000000,2009
Cuttino Mobley,Los Angeles Clippers,8925000,2009
Kevin Martin,Sacramento Kings,8760335,2009
Quentin Richardson,New York Knicks,8685500,2009
Jamal Crawford,Golden State Warriors,8640000,2009
Kenny Thomas,Sacramento Kings,8562500,2009
Mark Blount,Miami Heat,8513916,2009
Mehmet Okur,Utah Jazz,8500000,2009
Rasho Nesterovic,Indiana Pacers,8400000,2009
Mo Williams,Cleveland Cavaliers,8353000,2009
Corey Maggette,Golden State Warriors,8275862,2009
Andres Nocioni,Sacramento Kings,8000000,2009
T.J. Ford,Indiana Pacers,8000000,2009
Devin Harris,Brooklyn Nets,7800000,2009
Jameer Nelson,Orlando Magic,7700000,2009
Malik Rose,Oklahoma City Thunder,7647500,2009
Jose Calderon,Toronto Raptors,7438018,2009
Metta World Peace,Houston Rockets,7400000,2009
Eric Snow,Cleveland Cavaliers,7312500,2009
Stephen Jackson,Golden State Warriors,7140000,2009
Darko Milicic,Memphis Grizzlies,7020000,2009
Jerry Stackhouse,Dallas Mavericks,7000000,2009
Marquis Daniels,Indiana Pacers,6864200,2009
Hedo Turkoglu,Orlando Magic,6864200,2009
Etan Thomas,Washington Wizards,6864200,2009
Jamaal Tinsley,Utah Jazz,6750000,2009
Chris Wilcox,New York Knicks,6750000,2009
Marko Jaric,Memphis Grizzlies,6575000,2009
Udonis Haslem,Miami Heat,6575000,2009
Luke Ridnour,Milwaukee Bucks,6500000,2009
Bobby Jackson,Sacramento Kings,6487888,2009
Shane Battier,Houston Rockets,6448900,2009
Ben Gordon,Chicago Bulls,6404750,2009
Nick Collison,Oklahoma City Thunder,6350000,2009
Joel Przybilla,Portland Trail Blazers,6310150,2009
Brian Cardinal,Minnesota Timberwolves,6300000,2009
Andrew Bogut,Milwaukee Bucks,6294195,2009
Dan Gadzuric,Milwaukee Bucks,6250195,2009
Mike James,Washington Wizards,6244093,2009
Shareef Abdur-Rahim,Sacramento Kings,6200000,2009
Earl Watson,Oklahoma City Thunder,6200000,2009
Antonio Daniels,New Orleans Pelicans,6200000,2009
Jason Collins,Minnesota Timberwolves,6200000,2009
Jerome James,New York Knicks,6200000,2009
Leandro Barbosa,Phoenix Suns,6100000,2009
John Salmons,Chicago Bulls,6077151,2009
Nazr Mohammed,Charlotte Hornets,6049400,2009
Jared Jeffries,New York Knicks,6049400,2009
Tim Thomas,Chicago Bulls,6049400,2009
Vladimir Radmanovic,Charlotte Hornets,6049400,2009
Matt Harpring,Utah Jazz,6000000,2009
Jason Kapono,Toronto Raptors,5784480,2009
Anderson Varejao,Cleveland Cavaliers,5784480,2009
Speedy Claxton,Atlanta Hawks,5757818,2009
Tony Battie,Orlando Magic,5746000,2009
Marvin Williams,Atlanta Hawks,5636142,2009
Mikki Moore,Boston Celtics,5632200,2009
Morris Peterson,New Orleans Pelicans,5592240,2009
Chris Duhon,New York Knicks,5585000,2009
James Posey,New Orleans Pelicans,5585000,2009
Beno Udrih,Sacramento Kings,5585000,2009
DeSagana Diop,Charlotte Hornets,5585000,2009
Brendan Haywood,Washington Wizards,5500000,2009
Jeff Foster,Indiana Pacers,5500000,2009
Mickael Pietrus,Orlando Magic,5300000,2009
Desmond Mason,Oklahoma City Thunder,5300000,2009
Andrea Bargnani,Toronto Raptors,5176440,2009
Deron Williams,Utah Jazz,5069449,2009
Matt Carroll,Dallas Mavericks,5050000,2009
Greg Oden,Portland Trail Blazers,5011680,2009
Raja Bell,Charlotte Hornets,5000000,2009
JR Smith,Denver Nuggets,4985001,2009
Kyle Korver,Utah Jazz,4956818,2009
Rafer Alston,Orlando Magic,4900000,2009
Derrick Rose,Chicago Bulls,4822800,2009
Nenad Krstic,Oklahoma City Thunder,4778548,2009
Derek Fisher,Los Angeles Lakers,4700000,2009
Reggie Evans,Philadelphia 76ers,4640000,2009
LaMarcus Aldridge,Portland Trail Blazers,4631400,2009
Kendrick Perkins,Boston Celtics,4578880,2009
Chris Paul,New Orleans Pelicans,4574189,2009
Anthony Parker,Toronto Raptors,4550000,2009
Sasha Vujacic,Los Angeles Lakers,4524887,2009
Sasha Pavlovic,Cleveland Cavaliers,4500000,2009
Ronny Turiaf,Golden State Warriors,4500000,2009
Lou Williams,Philadelphia 76ers,4500000,2009
Kevin Durant,Oklahoma City Thunder,4484040,2009
Damon Jones,Milwaukee Bucks,4460186,2009
Luke Walton,Los Angeles Lakers,4420000,2009
Trenton Hassell,Brooklyn Nets,4350000,2009
Michael Beasley,Miami Heat,4314960,2009
Marcus Banks,Toronto Raptors,4260000,2009
Steve Blake,Portland Trail Blazers,4250000,2009
Darius Songaila,Washington Wizards,4235000,2009
Kurt Thomas,San Antonio Spurs,4200000,2009
Adam Morrison,Los Angeles Lakers,4159200,2009
Raymond Felton,Charlotte Hornets,4148715,2009
Al Horford,Atlanta Hawks,4023720,2009
Greg Buckner,Memphis Grizzlies,4010005,2009
James Jones,Miami Heat,4010000,2009
Bruce Bowen,San Antonio Spurs,4000000,2009
Kwame Brown,Detroit Pistons,4000000,2009
Travis Outlaw,Portland Trail Blazers,4000000,2009
Zaza Pachulia,Atlanta Hawks,4000000,2009
O.J. Mayo,Memphis Grizzlies,3875040,2009
Steven Hunter,Memphis Grizzlies,3862600,2009
Delonte West,Cleveland Cavaliers,3850000,2009
Keith Van Horn,Dallas Mavericks,3792112,2009
Martell Webster,Portland Trail Blazers,3771133,2009
Tyrus Thomas,Chicago Bulls,3749880,2009
Daniel Gibson,Cleveland Cavaliers,3700000,2009
C.J. Miles,Utah Jazz,3700000,2009
Amir Johnson,Detroit Pistons,3666667,2009
Ryan Gomes,Minnesota Timberwolves,3650000,2009
Mike Conley,Memphis Grizzlies,3630480,2009
Rasual Butler,New Orleans Pelicans,3630000,2009
DeShawn Stevenson,Washington Wizards,3616072,2009
Fabricio Oberto,San Antonio Spurs,3600000,2009
Robert Swift,Oklahoma City Thunder,3579131,2009
Roger Mason Jr.,San Antonio Spurs,3500000,2009
Brian Cook,Houston Rockets,3500000,2009
Russell Westbrook,Oklahoma City Thunder,3493680,2009
Charlie Villanueva,Milwaukee Bucks,3448050,2009
Shelden Williams,Minnesota Timberwolves,3395760,2009
Willie Green,Philadelphia 76ers,3388000,2009
Charlie Bell,Milwaukee Bucks,3354480,2009
Keyon Dooling,Brooklyn Nets,3300000,2009
Jeff Green,Oklahoma City Thunder,3287640,2009
Eduardo Najera,Brooklyn Nets,3250000,2009
Chucky Atkins,Oklahoma City Thunder,3240000,2009
Brian Scalabrine,Boston Celtics,3206897,2009
Kris Humphries,Toronto Raptors,3200000,2009
Channing Frye,Portland Trail Blazers,3163769,2009
Kevin Love,Minnesota Timberwolves,3163680,2009
Luis Scola,Houston Rockets,3100667,2009
Trevor Ariza,Los Angeles Lakers,3100000,2009
Damien Wilkins,Oklahoma City Thunder,3100000,2009
Marc Gasol,Memphis Grizzlies,3093333,2009
Brandon Roy,Portland Trail Blazers,3084240,2009
Carl Landry,Houston Rockets,3000000,2009
Yi Jianlian,Brooklyn Nets,2986080,2009
Matt Bonner,San Antonio Spurs,2978000,2009
Ike Diogu,Sacramento Kings,2912823,2009
Kelenna Azubuike,Golden State Warriors,2900000,2009
Danilo Gallinari,New York Knicks,2873520,2009
Randy Foye,Minnesota Timberwolves,2815560,2009
Andrew Bynum,Los Angeles Lakers,2769300,2009
Andray Blatche,Washington Wizards,2739669,2009
Corey Brewer,Minnesota Timberwolves,2725920,2009
Sean May,Charlotte Hornets,2661027,2009
Eddie House,Boston Celtics,2650000,2009
Steve Francis,Houston Rockets,2634480,2009
Mark Madsen,Minnesota Timberwolves,2630000,2009
Eric Gordon,Los Angeles Clippers,2623200,2009
Rashad McCants,Sacramento Kings,2620126,2009
Dorell Wright,Miami Heat,2612835,2009
Rudy Gay,Memphis Grizzlies,2579400,2009
Keith Bogans,Milwaukee Bucks,2565000,2009
Chris Mihm,Los Angeles Lakers,2500000,2009
Maurice Evans,Atlanta Hawks,2500000,2009
Craig Smith,Minnesota Timberwolves,2500000,2009
Tony Allen,Boston Celtics,2500000,2009
Michael Finley,San Antonio Spurs,2500000,2009
Brandan Wright,Golden State Warriors,2497320,2009
Jason Hart,Denver Nuggets,2484000,2009
Joey Graham,Toronto Raptors,2449184,2009
Joe Alexander,Milwaukee Bucks,2403120,2009
Danny Granger,Indiana Pacers,2329805,2009
Sebastian Telfair,Minnesota Timberwolves,2300000,2009
Ricky Davis,Los Angeles Clippers,2300000,2009
Joakim Noah,Chicago Bulls,2295480,2009
Maceo Baston,Indiana Pacers,2272860,2009
Mouhamed Sene,New York Knicks,2252400,2009
Tyronn Lue,Orlando Magic,2250000,2009
D.J. Augustin,Charlotte Hornets,2208960,2009
Spencer Hawes,Sacramento Kings,2180760,2009
JJ Redick,Orlando Magic,2139720,2009
Hakim Warrick,Memphis Grizzlies,2119102,2009
Brook Lopez,Brooklyn Nets,2098560,2009
Jarron Collins,Utah Jazz,2074302,2009
Acie Law,Atlanta Hawks,2071680,2009
Hilton Armstrong,New Orleans Pelicans,2032800,2009
Nate Robinson,New York Knicks,2020179,2009
Jarrett Jack,Indiana Pacers,2002623,2009
Brevin Knight,Utah Jazz,2000000,2009
Walter Herrmann Heinrich,Detroit Pistons,2000000,2009
Jerryd Bayless,Portland Trail Blazers,1993560,2009
Francisco Garcia,Sacramento Kings,1983454,2009
Grant Hill,Phoenix Suns,1976400,2009
Eddie Jones,New Orleans Pelicans,1976400,2009
Thaddeus Young,Philadelphia 76ers,1968120,2009
Luther Head,Miami Heat,1962378,2009
Johan Petro,Denver Nuggets,1939893,2009
Thabo Sefolosha,Oklahoma City Thunder,1931160,2009
Anthony Johnson,Orlando Magic,1910000,2009
Jarvis Hayes,Brooklyn Nets,1910000,2009
Brent Barry,Houston Rockets,1910000,2009
Jason Thompson,Sacramento Kings,1893840,2009
Jason Maxiell,Detroit Pistons,1877572,2009
Julian Wright,New Orleans Pelicans,1869600,2009
Ronnie Brewer,Utah Jazz,1834680,2009
Linas Kleiza,Denver Nuggets,1824493,2009
Antoine Wright,Dallas Mavericks,1800000,2009
Brandon Rush,Indiana Pacers,1799160,2009
David Lee,New York Knicks,1788033,2009
Al Thornton,Los Angeles Clippers,1776240,2009
Chuck Hayes,Houston Rockets,1768000,2009
Cedric Simmons,Sacramento Kings,1742760,2009
Anthony Randolph,Golden State Warriors,1709280,2009
Goran Dragic,Phoenix Suns,1700000,2009
Francisco Elson,Milwaukee Bucks,1700000,2009
Rodney Stuckey,Detroit Pistons,1687320,2009
Rodney Carney,Minnesota Timberwolves,1655760,2009
Kosta Perovic,Golden State Warriors,1634000,2009
Robin Lopez,Phoenix Suns,1623720,2009
Travis Diener,Indiana Pacers,1620000,2009
Nick Young,Washington Wizards,1602960,2009
Devean George,Dallas Mavericks,1600000,2009
Shawne Williams,Dallas Mavericks,1572960,2009
Hamed Haddadi,Memphis Grizzlies,1572221,2009
Marreese Speights,Philadelphia 76ers,1542600,2009
Sean Williams,Brooklyn Nets,1522920,2009
Ronald Murray,Atlanta Hawks,1500000,2009
J.J. Barea,Dallas Mavericks,1500000,2009
Roy Hibbert,Indiana Pacers,1465440,2009
Marco Belinelli,Golden State Warriors,1446720,2009
Oleksiy Pecherov,Washington Wizards,1446720,2009
Quincy Douby,Toronto Raptors,1427040,2009
Drew Gooden,San Antonio Spurs,1410441,2009
JaVale McGee,Washington Wizards,1392240,2009
Javaris Crittenton,Washington Wizards,1381560,2009
Renaldo Balkman,Denver Nuggets,1369920,2009
JJ Hickson,Cleveland Cavaliers,1329480,2009
Jason Smith,New Orleans Pelicans,1326360,2009
Calvin Booth,Sacramento Kings,1319651,2009
Rajon Rondo,Boston Celtics,1315080,2009
Malik Allen,Milwaukee Bucks,1300000,2009
Alexis Ajinca,Charlotte Hornets,1276320,2009
Daequan Cook,Miami Heat,1273200,2009
Marcus Williams,Golden State Warriors,1262520,2009
Brian Skinner,Los Angeles Clippers,1262275,2009
Jacque Vaughn,San Antonio Spurs,1262275,2009
Roko-Leni Ukic,Toronto Raptors,1250000,2009
Ryan Anderson,Brooklyn Nets,1225200,2009
Jared Dudley,Phoenix Suns,1222320,2009
Josh Boone,Brooklyn Nets,1212120,2009
Joe Smith,Cleveland Cavaliers,1200000,2009
Ronnie Price,Utah Jazz,1188000,2009
Kosta Koufos,Utah Jazz,1176240,2009
Courtney Lee,Orlando Magic,1176240,2009
Wilson Chandler,New York Knicks,1173480,2009
Kyle Lowry,Houston Rockets,1163520,2009
Rudy Fernandez,Portland Trail Blazers,1084080,2009
Morris Almond,Utah Jazz,1081440,2009
Ime Udoka,San Antonio Spurs,1080000,2009
Jordan Farmar,Los Angeles Lakers,1080000,2009
Aaron Brooks,Houston Rockets,1045560,2009
Maurice Ager,Brooklyn Nets,1042440,2009
Nicolas Batum,Portland Trail Blazers,1040640,2009
Mardy Collins,Los Angeles Clippers,1034760,2009
Arron Afflalo,Detroit Pistons,1015440,2009
George Hill,San Antonio Spurs,1006200,2009
Alando Tucker,Phoenix Suns,1001880,2009
Loren Woods,Houston Rockets,998581,2009
Melvin Ely,New Orleans Pelicans,998398,2009
Devin Brown,New Orleans Pelicans,998398,2009
Darrell Arthur,Memphis Grizzlies,977160,2009
Ryan Hollins,Dallas Mavericks,972581,2009
Chris Quinn,Miami Heat,972581,2009
D.J. White,Oklahoma City Thunder,964080,2009
J.R. Giddens,Boston Celtics,957120,2009
Chris Richard,Chicago Bulls,886517,2009
Didier Ilunga-Mbenga,Los Angeles Lakers,880658,2009
Yakhouba Diawara,Miami Heat,875000,2009
Sergio Rodriguez,Portland Trail Blazers,874000,2009
Royal Ivey,Philadelphia 76ers,854957,2009
Josh Powell,Los Angeles Lakers,854957,2009
Shaun Livingston,Oklahoma City Thunder,854957,2009
Ian Mahinmi,Washington Wizards,841000,2009
Stephen Graham,Indiana Pacers,826269,2009
Salim Stoudamire,Atlanta Hawks,826269,2009
Brandon Bass,Dallas Mavericks,826269,2009
Joey Dorsey,Houston Rockets,816500,2009
Kyrylo Fesenko,Utah Jazz,810000,2009
Donte Greene,Sacramento Kings,809300,2009
Kyle Weaver,Oklahoma City Thunder,806452,2009
Patrick O'Bryant,Toronto Raptors,797581,2009
Sean Marks,New Orleans Pelicans,797581,2009
Leon Powe,Boston Celtics,797581,2009
Luke Jackson,Miami Heat,797581,2009
Jason Williams,Orlando Magic,797581,2009
Jamaal Magloire,Miami Heat,797581,2009
Paul Davis,Los Angeles Clippers,797581,2009
James Singleton,Dallas Mavericks,797581,2009
Mike Wilks,Oklahoma City Thunder,797581,2009
Michael Ruffin,Portland Trail Blazers,797581,2009
Kevin Ollie,Minnesota Timberwolves,797581,2009
Ryan Bowen,New Orleans Pelicans,797581,2009
Desmon Farmer,San Antonio Spurs,797581,2009
DerMarr Johnson,San Antonio Spurs,797581,2009
Austin Croshere,San Antonio Spurs,797581,2009
Dan Dickau,Los Angeles Clippers,797581,2009
Donyell Marshall,Philadelphia 76ers,797581,2009
Von Wafer,Houston Rockets,797581,2009
Linton Johnson,Chicago Bulls,797581,2009
Adonal Foyle,Memphis Grizzlies,797581,2009
Lou Amundson,Phoenix Suns,797581,2009
Paul Millsap,Utah Jazz,797581,2009
Quinton Ross,Memphis Grizzlies,797581,2009
Devin Green,Los Angeles Lakers,797581,2009
John Lucas III,Minnesota Timberwolves,797581,2009
Steve Novak,Los Angeles Clippers,797581,2009
Shannon Brown,Los Angeles Lakers,797581,2009
Andre Brown,Charlotte Hornets,797581,2009
Theo Ratliff,Philadelphia 76ers,797581,2009
Anthony Roberson,Chicago Bulls,797581,2009
Kareem Rush,Philadelphia 76ers,797581,2009
Keith McLeod,Golden State Warriors,797581,2009
